id;entorno;nombre;etapa;tipo;area_responsable;descripcion;monto_contrato;comuna;barrio;lat;lng;fecha_inicio;fecha_fin_inicial;plazo_meses;porcentaje_avance;licitacion_oferta_empresa;licitacion_anio;contratacion_tipo;nro_contratacion
669;Hospital Gutierrez;Hospital Gutierrez - Proyecto, Aprobacion, Normalizacion Y Habilitacion De Instalacion De Gas - Pabellones D Y F;Finalizada;Salud;Ministerio de Salud;"La obra consistio en la normalizacion de todas las instalaciones de gas afectadas al medidor de la calle Paraguay; y la calefaccion y agua caliente del Pabellon D, dado que se veian comprometidos los sectores de internacion y laboratorio ubicados en el mismo.";5000000;2;RECOLETA;-345.945.227.897.072;-584.107.319.065.599;15/2/2017;31/7/2017;5;100;Cooperativa De Trabajo Evita Limitada;;;
670;Hospital Pirovano;Hospital Pirovano - Tareas De Demolicion De Chimenea;Finalizada;Salud;Ministerio de Salud;La obra consistio en la demolicion de la chimenea, dado que habia empeorado el estado estructural de la misma en el sector donde se realizaba la incineracion de los residuos. Dicho sector era muy proximo a la sala de internacion de hombres de la division otorrinolaringologia.;2000000;12;COGHLAN;-345.651.057.769.818;-584.709.864.414.289;15/2/2017;22/2/2017;0;100;Mejoramiento Hospitalario S.A.;;;
672;Sedes comunales;Sede Comunal 10: Modificacion Layout ;Finalizada;Arquitectura;Subsecretaria de Gestion Comunal;Los sectores que se intervinieron se encuentran ubicados en el 1 piso, 2 piso, 3 piso y terraza de la sede Comunal Nø 10 ubicada sobre la calle Bacacay 3968. El objetivo de la propuesta fue generar espacios de trabajos fluidos para el personal que trabaja en la sede, privacidad de las areas que asi lo requieran y la puesta en valor del 3 piso debido a las filtraciones de agua provenientes de la terraza. La reorganizacion del espacio permitio un maximo aprovechamiento del mismo utilizando zonas que se encontraban en desuso. Estas remodelaciones apuntaron a la unificacion de anteriores reformas que buscaban dar una identidad mas homogenea y unificada de la comuna.;1477190;10;MONTE CASTRO;-346.228.455.414.421;-585.198.922.269.284;12/1/2016;30/1/2017;12;100;Prisma Constructora S.R.L;2016;;
694;Barrio Los Piletones;Barrio Los Piletones: Abastecimiento De Agua Potable Manzanas 9 Y 10;Finalizada;Hidraulica e Infraestructura;Corporacion Buenos Aires Sur;Se instalo una ca¤eria de agua emplazada por Colectora Lacarra.;2911675;8;VILLA SOLDATI;-346.626.075.156.912;-584.532.532.147.181;17/3/2017;16/5/2017;2;100;Cooperativa;2017;Contratacion Menor;06-CBAS-2016
695;Barrio Los Piletones;Barrio Los Piletones: Nexo Conexion De Red De Agua Potable (Lacarra) ;Finalizada;Hidraulica e Infraestructura;Corporacion Buenos Aires Sur;Se realizo el nexo para la provision de agua potable en el Barrio Los Piletones. Ademas, contemplo la ejecucion de camaras, empalmes, etc.;1832840;8;VILLA SOLDATI;-346.626.075.156.912;-584.532.532.147.181;17/3/2017;16/3/2017;0;100;Kopar S.A;2017;Contratacion Directa;17-CBAS-2017
696;Barrio Los Piletones;Barrio Los Piletones: Finalizacion Edificios 10 Y 11;Finalizada;Vivienda;Corporacion Buenos Aires Sur;Se realizaron obras de finalizacion correspondientes al Conjunto Habitacional Piletones, ejecutadas con el sistema constructivo Cassaforma.;22035450;8;VILLA SOLDATI;-346.626.075.156.912;-584.532.532.147.181;30/1/2017;30/6/2017;5;100;Wayro Ingenieria S.A.;2017;Contratacion Directa;32-CBAS-2016
697;Barrio Los Piletones;Barrio Los Piletones: Finalizacion Edificios 12 Y 13;Finalizada;Vivienda;Corporacion Buenos Aires Sur;Se realizaron obras de finalizacion correspondientes al Conjunto Habitacional Piletones, ejecutadas con el sistema constructivo Cassaforma.;24498933;8;VILLA SOLDATI;-346.626.075.156.912;-584.532.532.147.181;30/1/2017;30/6/2017;5;100;Bosquimano S.A;2017;Contratacion Directa;09-CBAS-2017
698;Barrio Los Piletones;Barrio Los Piletones: Mejoras En Frentes - Etapa 2;Finalizada;Vivienda;Corporacion Buenos Aires Sur;La obra consistio en el mejoramiento de los frentes de las parcelas de las manzanas donde se realizaron diferentes tareas de acuerdo las necesidad de cada frente;1460667;8;VILLA SOLDATI;-34.685.354;-58.470.667;4/3/2017;6/2/2017;;100;Cooperativa;2017;Contratacion Directa;02-CBAS-2017
699;Conjunto Habitacional Nestor Kirchner;"Conjunto Habitacional "" Nestor Kirchner"": Reconstruccion de veredas";Finalizada;Espacio Publico;Corporacion Buenos Aires Sur;La obra consistio en la realizacion de nuevas veredas sobre el frente del conjunto habitacional y en la ochava proxima al 4537 de Av. Escalada. ;1273708;8;VILLA LUGANO;-346.784.114.912.645;-584.526.489.760.856;5/10/2017;7/9/2017;;100;DR2 Construcciones S.R.L;2017;;
722;Ecoparque;Ecoparque: Elefantes 1er Etapa;Finalizada;Espacio Publico;Secretaria de Ambiente;Se realizo la readecuacion del recinto de elefantes;2106085;14;PALERMO;-345.783.194.456.225;-584.148.211.012.661;17/2/2017;25/2/2017;0;100;Gwerder & Co S.R.L;2017;Decreto 433/16;-
727;Sedes comunales;Base Operativa 24 De Noviembre;Finalizada;Arquitectura;Subsecretaria de Gestion Comunal;Los sectores que se intervinieron se encuentran ubicados en el 1 piso, 2 piso, 3 piso y terraza de la sede Comunal Nø 10 ubicada sobre la calle Bacacay 3968. El objetivo de la propuesta fue generar espacios de trabajos fluidos para el personal que trabaja en la sede, privacidad de las areas que asi lo requieran y la puesta en valor del 3 piso debido a las filtraciones de agua provenientes de la terraza. La reorganizacion del espacio permitio un maximo aprovechamiento del mismo utilizando zonas que se encontraban en desuso. Estas remodelaciones apuntaron a la unificacion de anteriores reformas que buscaban dar una identidad mas homogenea y unificada de la comuna.;2847482;3;SAN CRISTOBAL;-346.263.017.843.735;-584.102.129.282.026;29/12/2016;23/6/2017;6;100;Grupo Viarsa S.A;2016;;
728;Sedes comunales;Base Operativa Bilbao;Finalizada;Arquitectura;Subsecretaria de Gestion Comunal;Se realizaron tareas de mejoramiento en general y se construyeron vestuarios y sanitarios mas grandes. ;2904871;9;PARQUE AVELLANEDA;-346.452.258.940.329;-584.749.614.449.059;11/1/2016;4/5/2017;16;100;Verde Integral S.A.;2016;;
729;Sedes comunales;Base Operativa Indoamericano Etapa 1;Finalizada;Arquitectura;Subsecretaria de Gestion Comunal;Se realizaron tareas de mejoramiento en general y se construyeron vestuarios y sanitarios mas grandes. ;3586854;8;VILLA SOLDATI;-346.579.925.217.724;-584.586.095.613.628;11/1/2016;29/4/2017;15;100;Verde Integral S.A.;2016;;
730;Entorno Villa General Mitre;Boulevard Juan B. Justo: Recuperacion Y Puesta En Valor;Finalizada;Espacio Publico;Subsecretaria de Gestion Comunal;El sector que se intervino se encuentra ubicado sobre la Av. Juan B. Justo entre Gral. Cesar Diaz y Av. Miguel C. del Corro en Villa Luro dentro de la Comuna 10. El estado de las veredas se encontraba en mal estado, por lo tanto se le cambio todo el solado por caminos de hormigon peinado y se construyeron los vados peatonales que faltaban mejorando y asegurando la accesibilidad a todo el boulevard. Ademas, se construyeron modulos de descanso del lado mas tranquilo del boulevard con bancos y mesas, modulos con postas aerobicas para los vecinos, la puesta en valor de las areas verdes, plantacion de semillas para mejorar el estado del cesped, nuevos canteros con floracion para dar color a los frentistas y se proveyo del arbolado faltante para completar las alineaciones.;6292554;11;VILLA GRAL. MITRE;-346.108.677.290.612;-584.672.688.515.057;30/12/2016;30/4/2017;4;100;Nazareno Pablo Puente;2016;;
732;Entorno Almagro;Pasaje Panama: Calle Sustentable;Finalizada;Espacio Publico;Subsecretaria de Gestion Comunal;El sector que se intervino esta situado en la calle Panama al 900 entre las calles Sarmiento y la Av. Corrientes. El objetivo de la obra fue mejorar el funcionamiento y optimizar el uso del espacio publico para los vecinos y ciudadanos que concurren dia a dia por esta calle. Se sectorizo una unica senda de estacionamiento vehicular a 45 grados y se implanto mayores superficies de verdes con vegetaciones autoctonas en las esquinas y fajas verdes sobre los cordones.;5725064;5;ALMAGRO;-346.038.562.968.568;-584.312.422.145.584;14/12/2016;6/7/2017;7;100;Vivero Cuculo S.R.L;2016;;
734;Sedes comunales;Sede Comunal 8 Modificacion Del Layout De Puestos De Trabajo;Finalizada;Arquitectura;Subsecretaria de Gestion Comunal;El objetivo de la obra fue intervenir el edificio Comunal Nø 8 de la Av. Roca 5252 mejorando el funcionamiento y optimizando el uso del espacio por parte de empleados y ciudadanos que concurren para la realizacion de tramites. Para eso fue conveniente la sectorizacion estrategica en planta baja se dispuso de: UAC, documentacion rapida, caja, espera, rentas, salas de racks, numeradores, turneros, mesa de entrada. Por otro lado, en la planta alta se dispuso de: procuracion, mediacion, prevencion del delito y OIL. Estas remodelaciones apuntaron a la unificacion de anteriores reformas que buscaban dar una identidad mas homogenea y unificada de la comuna.;3107789;8;VILLA RIACHUELO;-346.847.043.827.209;-584.553.385.845.032;15/12/2016;24/4/2017;4;100;Vap Construcciones S.R.L.;2016;;
740;Plazas y Parques de Comuna 14;Patio Urbano Paraguay;Finalizada;Espacio Publico;Subsecretaria de Gestion Comunal;La plaza que se intervino se encuentra ubicada sobre la calle Paraguay entre las calles Fitz Roy y Humboldt dentro de la Comuna Nø14. La obra contemplo la reubicacion del patio de juegos aportandole nuevos juegos de vanguardia e inclusivos y solado anti golpe para proporcionar accesibilidad, el cambio de mobiliario por nuevo, reemplazo de los cestos de basuras. En el sector del actual patio de juegos se realizo un sector verde y se sumaron actividades deportivas. Asimismo, las areas de superficie absorbente se parquizaron y aportaron nueva vegetacion como asi tambien hubo un aumento de la superficie absorbente generando nuevos canteros.;2691698;14;PALERMO;-345.799.433.655.807;-584.303.956.129.059;30/12/2016;15/6/2017;6;100;Estilo Quarzo S.R.L;2016;;
743;Sedes comunales;Sede Comuna 5: Muro Y Azotea Verde;Finalizada;Arquitectura;Subsecretaria de Gestion Comunal;El proyecto contuvo dos grandes ejes: la incorporacion de superficie vegetal en el edificio comunal, y el aprovechamiento del agua de lluvia. En relacion al primero, se instalo un jardin vertical en la fachada del, y se acondiciono la terraza del mismo de manera de generar una terraza verde. Respecto al segundo eje, se realizaron las adecuaciones pertinentes al sistema de desage pluvial, de manera de que se recoge el agua de lluvia recibida en la terraza, y se almacena en una camara de acopio en la planta baja. Dicha agua es utilizada para el riego de las superficies verdes previamente mencionadas generando una intervencion verdaderamente sustentable. Ademas, se incorporo una marquesina identificatoria de la sede en la fachada intervenida, destacando aun mas a la institucion y fortaleciendo la comunicacion con los vecinos.;1452016;5;BOEDO;-34.623.047.223.679;-584.126.608.102.446;12/12/2016;29/4/2017;4;100;Vivero Cuculo S.R.L;2016;;
744;Sedes comunales;Subsede Comuna 4 Muro Verde Y Cambio Layout;Finalizada;Arquitectura;Subsecretaria de Gestion Comunal;Se llevo a cabo la intervencion en el sector que se encontraba ubicada el area de licencias y sala de reunion de la Subsede Comunal Nø4, ubicada en la Av. Suarez 2032 en el Barrio de Barracas. El objetivo de la propuesta fue generar espacios de trabajo mas fluidos, comodos y privados, especialmente en el area de los examenes psicofisicos para su mejor atencion y agilidad en el tramite de renovacion de licencia de conducir. La reorganizacion del espacio permitio un maximo aprovechamiento utilizando zonas que se encontraban en desuso y mejorando la distribucion de las areas existentes. Por otra parte, se instalo un jardin vertical en la fachada del edificio que respeta las aberturas existentes habiendose realizado a partir de la marquesina ubicada en la fachada. El deposito de agua de lluvias se realizo en el subsuelo del edificio y sirvio principalmente para el riego del jardin vertical previamente mencionado.;1716682;4;BARRACAS;-346.415.496.678.178;-583.787.779.112.892;12/12/2016;11/4/2017;4;100;Vivero Cuculo S.R.L;2016;;
748;Barrio 31;Barrio 31: Cancha 9;Finalizada;Espacio Publico;Ministerio de Desarrollo Humano y Habitat;Con la logica de regenerar el espacio publico como un espacio principalmente de uso deportivo, de recreacion y esparcimiento. Se reordeno para sumar espacio verde, y demarcar de manera clara los espacios de uso exclusivo deportivo y de juegos de ni¤os. Se buscaron jerarquizar las circulaciones a fin de que no se interrumpan unas con otras y permitiera favorecer la accesibilidad. Se igualaron todos los niveles sin ningun tipo de cordon o escalonamiento en las veredas. Toda la superficie de cancha de futbol se realizo de cesped sintetico especialmente preparado para alta competicion y se delimito con un alambrado olimpico. El sector de juegos de ni¤os cumple con la norma de espacio publico acorde a las medidas minimas de seguridad y acompa¤a el dise¤o de los juegos que se colocaron en toda la Ciudad y con el solado de caucho acorde a su funcion. Por su parte el sector de basket que funciona como playon multifuncional es de piso duro a fin de soportar la mayor cantidad de posibles actividades. Asi mismo la iluminacion general del espacio se realizo enteramente en led con posibilidad de telegestion a fin de integrarse a la red de alumbrado de CABA. Por ultimo se sumaron diversos tipos de vegetacion a fin de incrementar la huella verde dentro del espacio publico. El area de accion se realizo sobre 900m2.;23922047;1;RETIRO;-345.837.186.206.628;-583.742.009.654.466;28/9/2016;4/7/2017;10;100;Cooperativa;2016;;
749;Barrio 31;Barrio 31: Cancha Pichones;Finalizada;Espacio Publico;Ministerio de Desarrollo Humano y Habitat;Los trabajos se realizaron sobre 274m2. Se colocaron nuevos juegos para ni¤os y ni¤as con una superficie de piso de caucho de 40 m2. Se pusieron postas deportivas y se pavimento con intertrabado de bloques de hormigon en sectores de plaza seca y accesos perimetrales. Se realizaron trabajos de paisajismo y se hicieron conexiones de los nuevos sistemas de agua/ desages pluviales/ cloacales con la red existente.;5542639;1;RETIRO;-345.840.287.301.159;-583.737.209.061.791;1/12/2016;1/6/2017;6;100;Cooperativa;2016;;
750;Barrio 31;Barrio 31: Calle Manzana 104 Y 12;Finalizada;Espacio Publico;Ministerio de Desarrollo Humano y Habitat;Se implemento una nueva infraestructura, red de cloaca, red pluvial, tendido de ca¤eria electrica,red de agua y pavimento, de la calle de la manzana 104 y 12.;19998005;1;RETIRO;-345.834.858.837.596;-583.746.390.360.562;15/7/2016;20/2/2017;7;100;Kopar S.A;2016;CONTRATACIoN DIRECTA;2656-SIGAF/16
751;Barrio 31;Barrio 31: Calle Avellaneda;Finalizada;Espacio Publico;Ministerio de Desarrollo Humano y Habitat;Se implemento una nueva infraestructura, red de cloaca, red pluvial, tendido de ca¤eria electrica,red de agua y pavimento, de la calle de la manzana 104 y 12.;19932136;1;RETIRO;-345.835.958.937.482;-583.745.356.226.373;15/8/2016;15/3/2017;7;100;Pose;2016;CONTRATACIoN DIRECTA;2965-SIGAF/16
752;Hospital alvarez;Hospital Alvarez - Proyecto, Construccion Y Montaje De Red De Media Presion Y Sub Estaciones 6, 7 Y 8 - Gas;Finalizada;Salud;Ministerio de Salud;La obra consistio en la construccion, montaje de red de media presion y subestaciones 6, 7 y 8 de gas;7048897;7;FLORES;-346.242.921.617.282;-584.694.218.408.327;21/10/2016;19/1/2017;3;100;COOPERATIVA DE TRABAJO LA UNICA LTDA.;;;
753;Hospital alvarez;Hospital Alvarez - Instalacion De Sistema De Climatizacion De Aire ? Departamento Materno Infantil;Finalizada;Salud;Ministerio de Salud;La obra comprendio la ejecucion de todos los trabajos necesarios para dotar al Servicio de Internacion Obstetricia del Hospital General de Agudos Dr. Teodoro alvarez de un sistema de aire acondicionado central frio- calor por bomba, con filtrado y emisores de radiacion UVC. ;2368032;7;FLORES;-346.242.921.617.282;-584.694.218.408.327;17/11/2016;16/1/2017;2;100;Ecohm S.R.L.;;;
